source,target_x,target_y,gaze_x,gaze_y,error
balloon_pop,0.5,0.5,0.7402635013144021,0.34789968545408195,0.284361
balloon_pop,0.5,0.5,0.7229111166762627,0.33775620251413074,0.275703
balloon_pop,0.5,0.5,0.6953239207537376,0.33775620251413074,0.253918
balloon_pop,0.5,0.5,0.66372818225498,0.3410618269738483,0.228185
balloon_pop,0.5,0.5,0.6229036751728269,0.36253238832384527,0.184398
balloon_pop,0.5,0.5,0.5791787233350443,0.3993178873785141,0.128087
balloon_pop,0.5,0.5,0.5342517354475216,0.43200407197375434,0.076136
balloon_pop,0.5,0.5,0.5070506564087416,0.45501011327961416,0.045539
balloon_pop,0.5,0.5,0.49062847573012724,0.47012632742484683,0.031309
balloon_pop,0.5,0.5,0.4800502315600384,0.4801259620025615,0.02816
balloon_pop,0.5,0.5,0.47510657636577824,0.4873042129136646,0.027944
balloon_pop,0.5,0.5,0.47120062602627577,0.49286183485274393,0.029671
balloon_pop,0.5,0.5,0.4675557202160988,0.49724387113515633,0.032561
balloon_pop,0.5,0.5,0.4636199301458166,0.5006878568164366,0.036387
balloon_pop,0.5,0.5,0.4568320798324628,0.5044276039896636,0.043394
balloon_pop,0.5,0.5,0.4473097700263463,0.5094617029309831,0.053533
balloon_pop,0.5,0.5,0.44005239939666413,0.5128526040092658,0.06131
balloon_pop,0.5,0.5,0.43288757059326655,0.5160175369007782,0.068997
balloon_pop,0.5,0.5,0.42814402446949645,0.5160175369007782,0.07362
balloon_pop,0.5,0.5,0.42492781221185566,0.5160175369007782,0.076762
balloon_pop,0.5,0.5,0.42492781221185566,0.5192360682160536,0.077497
balloon_pop,0.5,0.5,0.4291071064923651,0.5192360682160536,0.073456
balloon_pop,0.5,0.5,0.4414223115559852,0.5192360682160536,0.061655
balloon_pop,0.5,0.5,0.4524040491191088,0.5192360682160536,0.051336
balloon_pop,0.5,0.5,0.4637697716074862,0.5147057490305125,0.039101
balloon_pop,0.5,0.5,0.47839534174162746,0.5108627887711966,0.024182
balloon_pop,0.5,0.5,0.4919877567633268,0.5057758405674828,0.009877
balloon_pop,0.5,0.5,0.5037001872065177,0.5057758405674828,0.006859
balloon_pop,0.5,0.5,0.512257440158572,0.5057758405674828,0.01355
balloon_pop,0.5,0.5,0.5181762546683844,0.5057758405674828,0.019072
balloon_pop,0.5,0.5,0.5213423520096149,0.5057758405674828,0.02211
balloon_pop,0.5,0.5,0.5251668702633618,0.5057758405674828,0.025821
balloon_pop,0.5,0.5,0.5174205859268823,0.5057758405674828,0.018353
balloon_pop,0.5,0.5,0.5093340721304742,0.5057758405674828,0.010977
balloon_pop,0.5,0.5,0.49770687916649814,0.5057758405674828,0.006214
balloon_pop,0.5,0.5,0.48449758360319106,0.49593528304072093,0.016026
balloon_pop,0.5,0.5,0.4643317467730238,0.4798673441943674,0.040958
balloon_pop,0.5,0.5,0.44941333245904697,0.45777224111194614,0.065895
balloon_pop,0.5,0.5,0.445934065606708,0.4262824476488757,0.091419
balloon_pop,0.5,0.5,0.45194961827042524,0.38654455392519027,0.123211
balloon_pop,0.5,0.5,0.45522738719530154,0.3663632818618421,0.140937
balloon_pop,0.5,0.5,0.46550161802534645,0.3530357433656263,0.150959
balloon_pop,0.5,0.5,0.4907116907206735,0.3408638346246131,0.159407
balloon_pop,0.5,0.5,0.5058549090046862,0.3408638346246131,0.159244
balloon_pop,0.5,0.5,0.4928682981325664,0.3575545460609928,0.142624
balloon_pop,0.5,0.5,0.4573409035359536,0.39843167365077103,0.110163
balloon_pop,0.5,0.5,0.4232801468247662,0.4359323425990989,0.099953
balloon_pop,0.5,0.5,0.40338897191592504,0.4584150582626302,0.105181
balloon_pop,0.5,0.5,0.39307086414703674,0.4774142628227068,0.109288
balloon_pop,0.5,0.5,0.38638366532552376,0.4924248209258808,0.113869
balloon_pop,0.5,0.5,0.38638366532552376,0.5017050465047186,0.113629
balloon_pop,0.5,0.5,0.39003682470376644,0.5085688327024288,0.110297
balloon_pop,0.5,0.5,0.3955817677213367,0.5124723049119488,0.10516
balloon_pop,0.5,0.5,0.40134548990480523,0.5124723049119488,0.09944
balloon_pop,0.5,0.5,0.4065077508736725,0.5124723049119488,0.094321
balloon_pop,0.5,0.5,0.41000992488157406,0.5157174520621346,0.091352
balloon_pop,0.5,0.5,0.4130354260440169,0.5157174520621346,0.088373
balloon_pop,0.5,0.5,0.4130354260440169,0.5195350152990255,0.089132
balloon_pop,0.5,0.5,0.418307106193193,0.5195350152990255,0.083996
balloon_pop,0.5,0.5,0.43549078968687505,0.5195350152990255,0.067402
balloon_pop,0.5,0.5,0.4548243786219326,0.5145863219225653,0.047472
balloon_pop,0.5,0.5,0.4781949322179242,0.5145863219225653,0.026234
balloon_pop,0.5,0.5,0.5047147283052873,0.5145863219225653,0.015329
balloon_pop,0.5,0.5,0.5333813024314263,0.5145863219225653,0.036429
balloon_pop,0.5,0.5,0.5592043674382149,0.5145863219225653,0.060975
balloon_pop,0.5,0.5,0.5805581962495292,0.5180887189545338,0.082564
balloon_pop,0.5,0.5,0.5948738434778025,0.5180887189545338,0.096583
balloon_pop,0.5,0.5,0.6050571188898233,0.5180887189545338,0.106603
balloon_pop,0.5,0.5,0.6129469201823684,0.5224486065128527,0.115156
balloon_pop,0.5,0.5,0.616632033058858,0.5265463532001975,0.119615
